scenario,nuplan_category,episode,env_id,steps,crashed,step_of_crash,total_reward,lane_changes,failure_category,primary_category,failure_events,evidence_paths,near_miss,near_miss_category,n_perception,n_prediction,n_planning,n_alignment,n_robustness,n_interaction,n_unknown
lane_change_simple,lane_change,14,highway-v0,5,True,5,3.92,0,Planning,Planning,1,results\analysis\runs\full_ablation_seed4_lane_change_simple\evidence\lane_change_simple_ep0014_step0005_planning.json,False,,0,0,1,0,0,0,0
lane_change_simple,lane_change,15,highway-v0,10,True,10,8.85,0,Planning,Planning,1,results\analysis\runs\full_ablation_seed4_lane_change_simple\evidence\lane_change_simple_ep0015_step0010_planning.json,False,,0,0,1,0,0,0,0
lane_change_simple,lane_change,16,highway-v0,5,True,5,4.01,2,Planning,Planning,1,results\analysis\runs\full_ablation_seed4_lane_change_simple\evidence\lane_change_simple_ep0016_step0005_planning.json,False,,0,0,1,0,0,0,0
lane_change_simple,lane_change,17,highway-v0,3,True,3,2.01,0,Planning,Planning,1,results\analysis\runs\full_ablation_seed4_lane_change_simple\evidence\lane_change_simple_ep0017_step0003_planning.json,False,,0,0,1,0,0,0,0
lane_change_simple,lane_change,18,highway-v0,3,True,3,2.0,0,Planning,Planning,1,results\analysis\runs\full_ablation_seed4_lane_change_simple\evidence\lane_change_simple_ep0018_step0003_planning.json,False,,0,0,1,0,0,0,0
lane_change_simple,lane_change,19,highway-v0,4,True,4,2.94,0,Planning,Planning,1,results\analysis\runs\full_ablation_seed4_lane_change_simple\evidence\lane_change_simple_ep0019_step0004_planning.json,False,,0,0,1,0,0,0,0
lane_change_simple,lane_change,20,highway-v0,10,True,10,8.84,0,Planning,Planning,1,results\analysis\runs\full_ablation_seed4_lane_change_simple\evidence\lane_change_simple_ep0020_step0010_planning.json,False,,0,0,1,0,0,0,0
lane_change_simple,lane_change,21,highway-v0,6,True,6,4.9,0,Planning,Planning,1,results\analysis\runs\full_ablation_seed4_lane_change_simple\evidence\lane_change_simple_ep0021_step0006_planning.json,False,,0,0,1,0,0,0,0
lane_change_simple,lane_change,22,highway-v0,6,True,6,5.01,0,Planning,Planning,1,results\analysis\runs\full_ablation_seed4_lane_change_simple\evidence\lane_change_simple_ep0022_step0006_planning.json,False,,0,0,1,0,0,0,0
lane_change_simple,lane_change,23,highway-v0,7,True,7,5.94,3,Planning,Planning,1,results\analysis\runs\full_ablation_seed4_lane_change_simple\evidence\lane_change_simple_ep0023_step0007_planning.json,False,,0,0,1,0,0,0,0
lane_change_simple,lane_change,24,highway-v0,2,True,2,1.08,0,Planning,Planning,1,results\analysis\runs\full_ablation_seed4_lane_change_simple\evidence\lane_change_simple_ep0024_step0002_planning.json,False,,0,0,1,0,0,0,0
lane_change_simple,lane_change,25,highway-v0,5,True,5,4.03,1,Planning,Planning,1,results\analysis\runs\full_ablation_seed4_lane_change_simple\evidence\lane_change_simple_ep0025_step0005_planning.json,False,,0,0,1,0,0,0,0
lane_change_simple,lane_change,26,highway-v0,4,True,4,2.94,0,Planning,Planning,1,results\analysis\runs\full_ablation_seed4_lane_change_simple\evidence\lane_change_simple_ep0026_step0004_planning.json,False,,0,0,1,0,0,0,0
lane_change_simple,lane_change,27,highway-v0,13,True,13,11.92,2,Planning,Planning,1,results\analysis\runs\full_ablation_seed4_lane_change_simple\evidence\lane_change_simple_ep0027_step0013_planning.json,False,,0,0,1,0,0,0,0
lane_change_simple,lane_change,28,highway-v0,5,True,5,4.07,0,Planning,Planning,1,results\analysis\runs\full_ablation_seed4_lane_change_simple\evidence\lane_change_simple_ep0028_step0005_planning.json,False,,0,0,1,0,0,0,0
lane_change_simple,lane_change,29,highway-v0,12,True,12,11.01,0,Planning,Planning,1,results\analysis\runs\full_ablation_seed4_lane_change_simple\evidence\lane_change_simple_ep0029_step0012_planning.json,False,,0,0,1,0,0,0,0
